TrendID,ProductGroupID,TrendDescription,StartDate,EndDate,Region,SalesForecast,CompetitorAnalysis,MarketGrowthRate,CustomerSentiment,TrendScore
552,2,Trend 552,12/31/2068,12/31/2069,East,85994,Competitive,0.044863147629892866,Positive,8
553,4,Trend 553,01/31/2069,01/31/2070,West,128111,Non-competitive,0.0928821703424277,Neutral,2
554,8,Trend 554,02/28/2069,02/28/2070,West,96010,Non-competitive,0.0845380232836704,Positive,5
555,4,Trend 555,03/31/2069,03/31/2070,West,68455,Competitive,0.06166672796768959,Negative,1
556,3,Trend 556,04/30/2069,04/30/2070,West,87930,Non-competitive,0.03867821783023443,Negative,2
557,4,Trend 557,05/31/2069,05/31/2070,West,58557,Non-competitive,0.03081378653968938,Negative,4
558,1,Trend 558,06/30/2069,06/30/2070,North,94633,Competitive,0.09604176252678405,Negative,3
559,3,Trend 559,07/31/2069,07/31/2070,South,65569,Competitive,0.06081490891618407,Negative,2
560,9,Trend 560,08/31/2069,08/31/2070,South,60720,Non-competitive,0.02958447732032108,Positive,7
561,3,Trend 561,09/30/2069,09/30/2070,West,146410,Non-competitive,0.03245338459887606,Positive,1
562,1,Trend 562,10/31/2069,10/31/2070,West,78718,Competitive,0.09636365822778273,Negative,7
563,2,Trend 563,11/30/2069,11/30/2070,South,147901,Competitive,0.03149327199667528,Neutral,2
564,4,Trend 564,12/31/2069,12/31/2070,North,104162,Non-competitive,0.01960426795199841,Positive,6
565,5,Trend 565,01/31/2070,01/31/2071,East,82024,Competitive,0.02655657457774023,Neutral,4
566,9,Trend 566,02/28/2070,02/28/2071,East,103927,Competitive,0.07896023262261272,Positive,2
567,9,Trend 567,03/31/2070,03/31/2071,North,131355,Non-competitive,0.07378878303381352,Negative,8
568,9,Trend 568,04/30/2070,04/30/2071,West,141687,Competitive,0.049414773229941145,Negative,4
569,3,Trend 569,05/31/2070,05/31/2071,South,64470,Competitive,0.08144240564047826,Neutral,6
570,9,Trend 570,06/30/2070,06/30/2071,East,109754,Non-competitive,0.05657614229283575,Neutral,7
571,7,Trend 571,07/31/2070,07/31/2071,South,56768,Non-competitive,0.047223834501619634,Negative,3
572,5,Trend 572,08/31/2070,08/31/2071,West,78711,Non-competitive,0.020569774260483065,Negative,9
573,1,Trend 573,09/30/2070,09/30/2071,South,76926,Competitive,0.08955199593427143,Negative,2
574,6,Trend 574,10/31/2070,10/31/2071,South,121445,Non-competitive,0.034803389296928514,Neutral,9
575,6,Trend 575,11/30/2070,11/30/2071,East,54419,Competitive,0.06546346509968744,Neutral,9
576,7,Trend 576,12/31/2070,12/31/2071,East,52121,Competitive,0.09861218010646355,Positive,5
577,2,Trend 577,01/31/2071,01/31/2072,South,63336,Non-competitive,0.027047621983937842,Negative,4
578,8,Trend 578,02/28/2071,02/29/2072,North,56176,Competitive,0.09686691926137386,Positive,6
579,7,Trend 579,03/31/2071,03/31/2072,East,127654,Non-competitive,0.06874438315831259,Positive,9
580,6,Trend 580,04/30/2071,04/30/2072,East,72465,Non-competitive,0.02158584441368929,Neutral,1
581,8,Trend 581,05/31/2071,05/31/2072,West,105943,Non-competitive,0.07947344314657435,Negative,6
582,2,Trend 582,06/30/2071,06/30/2072,West,127187,Competitive,0.09565982004313844,Neutral,8
583,8,Trend 583,07/31/2071,07/31/2072,East,54693,Non-competitive,0.06065024947204825,Negative,3
584,6,Trend 584,08/31/2071,08/31/2072,North,133038,Competitive,0.07196996797823332,Negative,1
585,7,Trend 585,09/30/2071,09/30/2072,West,108787,Non-competitive,0.012371309098298453,Positive,1
586,8,Trend 586,10/31/2071,10/31/2072,West,90721,Non-competitive,0.09901681169571523,Positive,2
587,7,Trend 587,11/30/2071,11/30/2072,West,77409,Non-competitive,0.03866114078323143,Positive,3
588,8,Trend 588,12/31/2071,12/31/2072,East,106759,Competitive,0.012151340142959741,Neutral,7
589,6,Trend 589,01/31/2072,01/31/2073,North,140795,Competitive,0.08277077354269496,Neutral,8
590,7,Trend 590,02/29/2072,02/28/2073,South,103940,Competitive,0.09759272965903613,Neutral,5
591,9,Trend 591,03/31/2072,03/31/2073,North,136297,Competitive,0.0763829658925013,Positive,5
592,8,Trend 592,04/30/2072,04/30/2073,North,54199,Competitive,0.010246222544086032,Neutral,4
593,5,Trend 593,05/31/2072,05/31/2073,West,86765,Competitive,0.015702446023663177,Negative,1
594,3,Trend 594,06/30/2072,06/30/2073,North,136707,Competitive,0.06258424647048227,Negative,2
595,5,Trend 595,07/31/2072,07/31/2073,East,120723,Non-competitive,0.040214359698004284,Negative,6
596,1,Trend 596,08/31/2072,08/31/2073,East,73727,Competitive,0.0893650132676617,Neutral,4
597,1,Trend 597,09/30/2072,09/30/2073,East,57672,Non-competitive,0.08863024324212446,Neutral,5
598,4,Trend 598,10/31/2072,10/31/2073,North,91364,Non-competitive,0.09887670178339975,Neutral,5
599,6,Trend 599,11/30/2072,11/30/2073,South,78799,Competitive,0.07442487721653344,Negative,6
600,1,Trend 600,12/31/2072,12/31/2073,North,149527,Competitive,0.08891953298277865,Neutral,9
601,4,Trend 601,01/31/2073,01/31/2074,South,99615,Competitive,0.038768510067584736,Negative,5
602,7,Trend 602,02/28/2073,02/28/2074,East,129368,Competitive,0.020005925672782546,Negative,5
603,6,Trend 603,03/31/2073,03/31/2074,South,78055,Non-competitive,0.08788276952041418,Negative,9
604,2,Trend 604,04/30/2073,04/30/2074,East,122818,Competitive,0.037312533816537256,Negative,6
605,2,Trend 605,05/31/2073,05/31/2074,East,129804,Competitive,0.04773990683501977,Negative,6
606,9,Trend 606,06/30/2073,06/30/2074,South,87176,Non-competitive,0.06814272313644154,Positive,5
607,5,Trend 607,07/31/2073,07/31/2074,South,110553,Non-competitive,0.06445892207399614,Negative,4
608,8,Trend 608,08/31/2073,08/31/2074,North,80652,Competitive,0.0478830776063392,Neutral,2
609,1,Trend 609,09/30/2073,09/30/2074,East,120465,Competitive,0.044753546068353425,Neutral,9
610,2,Trend 610,10/31/2073,10/31/2074,South,115144,Competitive,0.02104129376731057,Positive,9
611,8,Trend 611,11/30/2073,11/30/2074,East,93893,Competitive,0.0580475695873075,Negative,9
612,2,Trend 612,12/31/2073,12/31/2074,North,76389,Non-competitive,0.03095686875195964,Positive,3
613,6,Trend 613,01/31/2074,01/31/2075,South,117341,Non-competitive,0.07793270659904153,Neutral,5
614,5,Trend 614,02/28/2074,02/28/2075,West,74982,Non-competitive,0.07073835257480501,Negative,3
615,6,Trend 615,03/31/2074,03/31/2075,East,55915,Competitive,0.0164734268328293,Positive,9
616,7,Trend 616,04/30/2074,04/30/2075,East,134369,Non-competitive,0.09903382162622204,Positive,7
617,3,Trend 617,05/31/2074,05/31/2075,East,140595,Non-competitive,0.08024112420169072,Negative,1
618,6,Trend 618,06/30/2074,06/30/2075,South,51640,Non-competitive,0.030504329820153782,Positive,4
619,4,Trend 619,07/31/2074,07/31/2075,North,103518,Competitive,0.012766853651472735,Positive,8
620,4,Trend 620,08/31/2074,08/31/2075,West,128900,Competitive,0.05305346479645288,Positive,4
621,6,Trend 621,09/30/2074,09/30/2075,East,56041,Non-competitive,0.041746819375096667,Positive,4
622,2,Trend 622,10/31/2074,10/31/2075,West,53056,Non-competitive,0.05918603494278052,Positive,8
623,8,Trend 623,11/30/2074,11/30/2075,North,114751,Non-competitive,0.0693697559882429,Negative,2
624,8,Trend 624,12/31/2074,12/31/2075,East,121100,Non-competitive,0.08174978266228645,Positive,6
625,1,Trend 625,01/31/2075,01/31/2076,South,84131,Competitive,0.011218991215521487,Positive,3
626,9,Trend 626,02/28/2075,02/29/2076,West,145990,Competitive,0.07428659624909907,Negative,3
627,7,Trend 627,03/31/2075,03/31/2076,East,69161,Non-competitive,0.03657825694917093,Negative,5
628,2,Trend 628,04/30/2075,04/30/2076,North,130920,Non-competitive,0.09877623180736753,Neutral,9
629,3,Trend 629,05/31/2075,05/31/2076,East,74045,Competitive,0.08616175575290036,Neutral,9
630,1,Trend 630,06/30/2075,06/30/2076,South,69391,Non-competitive,0.060436106297630375,Negative,9
631,5,Trend 631,07/31/2075,07/31/2076,East,74204,Competitive,0.06379891168391554,Positive,8
632,5,Trend 632,08/31/2075,08/31/2076,West,93875,Non-competitive,0.027286810570410158,Negative,1
633,7,Trend 633,09/30/2075,09/30/2076,North,80746,Competitive,0.030362642972835897,Positive,8
634,2,Trend 634,10/31/2075,10/31/2076,South,146973,Non-competitive,0.023861186050415605,Neutral,1
635,1,Trend 635,11/30/2075,11/30/2076,East,63593,Competitive,0.04400321927179976,Negative,7
636,5,Trend 636,12/31/2075,12/31/2076,South,81744,Competitive,0.020075989990742303,Positive,5
637,4,Trend 637,01/31/2076,01/31/2077,South,98534,Non-competitive,0.056014560427083575,Positive,6
638,1,Trend 638,02/29/2076,02/28/2077,East,124698,Competitive,0.06746301598613927,Negative,2
639,6,Trend 639,03/31/2076,03/31/2077,East,94711,Non-competitive,0.020999114041328495,Neutral,5
640,2,Trend 640,04/30/2076,04/30/2077,East,112411,Non-competitive,0.040977672303724136,Positive,9
641,2,Trend 641,05/31/2076,05/31/2077,East,91609,Competitive,0.016331309171668706,Negative,3
642,7,Trend 642,06/30/2076,06/30/2077,South,65843,Competitive,0.05731850685448624,Positive,8
643,1,Trend 643,07/31/2076,07/31/2077,West,122007,Competitive,0.06852607922827049,Positive,6
644,3,Trend 644,08/31/2076,08/31/2077,South,126469,Competitive,0.06539249272375926,Negative,8
645,9,Trend 645,09/30/2076,09/30/2077,West,105528,Non-competitive,0.08324826065285366,Negative,3
646,4,Trend 646,10/31/2076,10/31/2077,North,76178,Non-competitive,0.031200961285217835,Negative,4
647,8,Trend 647,11/30/2076,11/30/2077,West,133416,Competitive,0.06563636576564011,Negative,9
648,3,Trend 648,12/31/2076,12/31/2077,West,99410,Non-competitive,0.03725456673093766,Positive,9
649,6,Trend 649,01/31/2077,01/31/2078,North,144677,Non-competitive,0.01798909354712281,Negative,1
650,7,Trend 650,02/28/2077,02/28/2078,East,81869,Non-competitive,0.03747353244092319,Positive,8
651,1,Trend 651,03/31/2077,03/31/2078,West,91102,Non-competitive,0.016422082745015457,Positive,6
652,5,Trend 652,04/30/2077,04/30/2078,East,83037,Competitive,0.09627167899177037,Neutral,5
653,3,Trend 653,05/31/2077,05/31/2078,North,72881,Competitive,0.07544488914342364,Negative,3
654,4,Trend 654,06/30/2077,06/30/2078,West,92621,Non-competitive,0.019131477204160363,Negative,3
655,2,Trend 655,07/31/2077,07/31/2078,South,120226,Non-competitive,0.08076423901137343,Neutral,8
656,1,Trend 656,08/31/2077,08/31/2078,West,106214,Non-competitive,0.041693982408687866,Negative,6
657,6,Trend 657,09/30/2077,09/30/2078,South,101261,Competitive,0.09202916262914132,Neutral,3
658,8,Trend 658,10/31/2077,10/31/2078,East,142665,Non-competitive,0.05459476912724021,Neutral,2
659,1,Trend 659,11/30/2077,11/30/2078,North,93147,Competitive,0.08854234506863849,Positive,6
660,3,Trend 660,12/31/2077,12/31/2078,East,129004,Non-competitive,0.029847681526935135,Positive,5
661,3,Trend 661,01/31/2078,01/31/2079,West,131132,Non-competitive,0.04304730933129391,Positive,5
662,1,Trend 662,02/28/2078,02/28/2079,North,137980,Competitive,0.04301532479425445,Neutral,2
663,6,Trend 663,03/31/2078,03/31/2079,North,105811,Competitive,0.018741941344295673,Positive,4
664,2,Trend 664,04/30/2078,04/30/2079,North,86605,Competitive,0.039791299065921534,Neutral,7
665,2,Trend 665,05/31/2078,05/31/2079,West,88508,Competitive,0.06937388234549197,Neutral,3
666,7,Trend 666,06/30/2078,06/30/2079,West,86955,Non-competitive,0.05198891422363666,Negative,1
667,4,Trend 667,07/31/2078,07/31/2079,North,113200,Non-competitive,0.08913084127699882,Neutral,9
668,3,Trend 668,08/31/2078,08/31/2079,West,99766,Non-competitive,0.03427032397513135,Negative,9
669,2,Trend 669,09/30/2078,09/30/2079,South,62402,Non-competitive,0.041933741384948396,Negative,6
670,2,Trend 670,10/31/2078,10/31/2079,West,121991,Competitive,0.038831886113555106,Negative,7
671,3,Trend 671,11/30/2078,11/30/2079,East,60793,Non-competitive,0.05965641735595369,Negative,6
672,8,Trend 672,12/31/2078,12/31/2079,North,71313,Competitive,0.02693974740456591,Positive,5
673,6,Trend 673,01/31/2079,01/31/2080,North,52225,Non-competitive,0.025591984435735564,Negative,2
674,3,Trend 674,02/28/2079,02/29/2080,North,63653,Competitive,0.0945533731787609,Positive,7
675,5,Trend 675,03/31/2079,03/31/2080,East,112645,Non-competitive,0.043898294237169705,Neutral,8
676,8,Trend 676,04/30/2079,04/30/2080,West,72509,Non-competitive,0.06283883213947448,Negative,2
677,4,Trend 677,05/31/2079,05/31/2080,West,113152,Non-competitive,0.014963687651694146,Negative,5
678,6,Trend 678,06/30/2079,06/30/2080,West,140624,Competitive,0.02267721972094302,Positive,1
679,1,Trend 679,07/31/2079,07/31/2080,North,79478,Non-competitive,0.018672269667511898,Neutral,2
680,3,Trend 680,08/31/2079,08/31/2080,East,83543,Non-competitive,0.08309040111623316,Positive,9
681,2,Trend 681,09/30/2079,09/30/2080,North,56421,Competitive,0.01928321043251178,Positive,4
682,5,Trend 682,10/31/2079,10/31/2080,West,131669,Competitive,0.05646844411115943,Neutral,3
683,5,Trend 683,11/30/2079,11/30/2080,East,100703,Competitive,0.02400201081928667,Neutral,6
684,7,Trend 684,12/31/2079,12/31/2080,North,118215,Non-competitive,0.035093507988596374,Neutral,1
685,4,Trend 685,01/31/2080,01/31/2081,East,139936,Non-competitive,0.08943418022527631,Neutral,5
686,9,Trend 686,02/29/2080,02/28/2081,West,97551,Non-competitive,0.06684343886178196,Positive,4
687,9,Trend 687,03/31/2080,03/31/2081,East,135495,Non-competitive,0.0967296439191763,Negative,8
688,8,Trend 688,04/30/2080,04/30/2081,South,144561,Competitive,0.06397429290543938,Neutral,6
689,2,Trend 689,05/31/2080,05/31/2081,North,145474,Non-competitive,0.010856774459490222,Positive,4
690,9,Trend 690,06/30/2080,06/30/2081,West,79342,Competitive,0.04740769049683795,Neutral,4
691,8,Trend 691,07/31/2080,07/31/2081,North,78516,Competitive,0.012019757892281182,Positive,5
692,9,Trend 692,08/31/2080,08/31/2081,North,66544,Competitive,0.03825858952422518,Negative,7
693,3,Trend 693,09/30/2080,09/30/2081,North,117400,Non-competitive,0.05334624376486676,Neutral,7
694,3,Trend 694,10/31/2080,10/31/2081,East,129532,Competitive,0.061791340701142734,Neutral,4
695,6,Trend 695,11/30/2080,11/30/2081,West,136696,Competitive,0.03147851826360369,Negative,1
696,6,Trend 696,12/31/2080,12/31/2081,North,51688,Non-competitive,0.060245792060288676,Neutral,5
697,4,Trend 697,01/31/2081,01/31/2082,North,78494,Non-competitive,0.04554281206965106,Neutral,9
698,6,Trend 698,02/28/2081,02/28/2082,West,123667,Competitive,0.05559239687562344,Neutral,2
699,3,Trend 699,03/31/2081,03/31/2082,South,89730,Competitive,0.027637031308826943,Negative,5
700,8,Trend 700,04/30/2081,04/30/2082,South,146944,Competitive,0.024107644900308818,Neutral,7
701,5,Trend 701,05/31/2081,05/31/2082,North,111347,Non-competitive,0.07790653068421478,Neutral,9
702,2,Trend 702,06/30/2081,06/30/2082,North,145091,Non-competitive,0.03969759059249675,Negative,7
703,7,Trend 703,07/31/2081,07/31/2082,South,141572,Non-competitive,0.06797761232843948,Negative,4
704,9,Trend 704,08/31/2081,08/31/2082,East,142447,Non-competitive,0.06089100369314878,Negative,4
705,2,Trend 705,09/30/2081,09/30/2082,North,140369,Competitive,0.09095778242974639,Negative,7
706,9,Trend 706,10/31/2081,10/31/2082,North,145680,Non-competitive,0.08926152561163135,Neutral,1
707,2,Trend 707,11/30/2081,11/30/2082,South,137455,Competitive,0.04988002602941052,Negative,8
708,7,Trend 708,12/31/2081,12/31/2082,East,86623,Non-competitive,0.028426157784303137,Negative,4
709,3,Trend 709,01/31/2082,01/31/2083,West,77307,Competitive,0.06689731377626433,Neutral,3
710,7,Trend 710,02/28/2082,02/28/2083,North,122980,Non-competitive,0.06731523778118952,Positive,7
711,2,Trend 711,03/31/2082,03/31/2083,North,127041,Non-competitive,0.07231757530407425,Negative,1
712,9,Trend 712,04/30/2082,04/30/2083,West,101711,Competitive,0.091672588246132,Neutral,1
713,4,Trend 713,05/31/2082,05/31/2083,West,65826,Competitive,0.08043228802401386,Neutral,3
714,8,Trend 714,06/30/2082,06/30/2083,East,103661,Competitive,0.06627618422702622,Negative,2
715,1,Trend 715,07/31/2082,07/31/2083,East,121800,Non-competitive,0.06408690358582808,Negative,4
716,8,Trend 716,08/31/2082,08/31/2083,South,121834,Competitive,0.02914831324613279,Negative,1
717,1,Trend 717,09/30/2082,09/30/2083,North,97482,Non-competitive,0.06862288257980813,Negative,8
718,1,Trend 718,10/31/2082,10/31/2083,West,61911,Non-competitive,0.08330501536989442,Negative,5
719,8,Trend 719,11/30/2082,11/30/2083,South,53252,Competitive,0.0930090232767607,Positive,4
720,4,Trend 720,12/31/2082,12/31/2083,East,57804,Non-competitive,0.09249851008728394,Neutral,5
721,6,Trend 721,01/31/2083,01/31/2084,West,107877,Competitive,0.0604988925285373,Negative,8
722,3,Trend 722,02/28/2083,02/29/2084,South,55203,Competitive,0.0333850578166439,Positive,2
723,6,Trend 723,03/31/2083,03/31/2084,North,133279,Competitive,0.040041771114134504,Neutral,6
724,2,Trend 724,04/30/2083,04/30/2084,East,140558,Competitive,0.09979861290119384,Neutral,7
725,3,Trend 725,05/31/2083,05/31/2084,South,109205,Competitive,0.057303800939603744,Positive,7
726,6,Trend 726,06/30/2083,06/30/2084,East,127763,Non-competitive,0.08343160055540402,Neutral,1
727,4,Trend 727,07/31/2083,07/31/2084,North,124238,Competitive,0.0637314569006115,Neutral,4
728,4,Trend 728,08/31/2083,08/31/2084,South,52824,Non-competitive,0.055623734859549405,Neutral,5
729,7,Trend 729,09/30/2083,09/30/2084,West,108824,Competitive,0.0413685653775128,Neutral,9
730,2,Trend 730,10/31/2083,10/31/2084,South,83771,Competitive,0.05839934754081723,Positive,3
731,9,Trend 731,11/30/2083,11/30/2084,East,77259,Competitive,0.010606123629478298,Positive,2
732,2,Trend 732,12/31/2083,12/31/2084,North,109999,Non-competitive,0.08890172259369165,Negative,6
733,9,Trend 733,01/31/2084,01/31/2085,West,118569,Non-competitive,0.06053378333794115,Neutral,8
734,7,Trend 734,02/29/2084,02/28/2085,South,60316,Non-competitive,0.012185328279221072,Negative,5
735,5,Trend 735,03/31/2084,03/31/2085,West,51722,Non-competitive,0.08363572707980489,Positive,8
736,7,Trend 736,04/30/2084,04/30/2085,East,125588,Competitive,0.02218189517758659,Neutral,1
737,6,Trend 737,05/31/2084,05/31/2085,South,98186,Competitive,0.012757482828178275,Neutral,3
738,5,Trend 738,06/30/2084,06/30/2085,South,100641,Competitive,0.05161018637216042,Positive,4
739,8,Trend 739,07/31/2084,07/31/2085,South,121615,Competitive,0.09645910257582968,Negative,6
740,3,Trend 740,08/31/2084,08/31/2085,North,64644,Non-competitive,0.018425282361759124,Positive,6
741,1,Trend 741,09/30/2084,09/30/2085,South,122485,Competitive,0.015903866452153886,Neutral,2
742,3,Trend 742,10/31/2084,10/31/2085,East,139135,Competitive,0.08919420185997314,Positive,7
743,1,Trend 743,11/30/2084,11/30/2085,South,116483,Non-competitive,0.08392348373889597,Negative,3
744,6,Trend 744,12/31/2084,12/31/2085,North,98919,Non-competitive,0.08379724800205755,Negative,3
745,5,Trend 745,01/31/2085,01/31/2086,West,61974,Competitive,0.052103624303383465,Positive,5
746,2,Trend 746,02/28/2085,02/28/2086,East,85584,Competitive,0.04847428851044775,Neutral,8
747,5,Trend 747,03/31/2085,03/31/2086,North,84711,Non-competitive,0.04609614748910466,Positive,5
748,6,Trend 748,04/30/2085,04/30/2086,South,117817,Non-competitive,0.062399353792537644,Negative,4
749,3,Trend 749,05/31/2085,05/31/2086,North,52454,Non-competitive,0.07560736024385001,Negative,9
750,4,Trend 750,06/30/2085,06/30/2086,East,95627,Competitive,0.08058628021146634,Positive,9
751,2,Trend 751,07/31/2085,07/31/2086,West,103768,Competitive,0.06893192688043762,Negative,2
752,6,Trend 752,08/31/2085,08/31/2086,South,94290,Competitive,0.06062195482084119,Negative,5
753,2,Trend 753,09/30/2085,09/30/2086,North,107475,Competitive,0.047115334739826736,Negative,2
754,2,Trend 754,10/31/2085,10/31/2086,East,140597,Competitive,0.03879235558394691,Negative,2
755,8,Trend 755,11/30/2085,11/30/2086,East,87234,Non-competitive,0.03576230135435667,Positive,2
756,2,Trend 756,12/31/2085,12/31/2086,West,121822,Competitive,0.03665590465627677,Positive,1
757,3,Trend 757,01/31/2086,01/31/2087,West,147359,Competitive,0.07144775795479989,Positive,5
758,7,Trend 758,02/28/2086,02/28/2087,East,56851,Non-competitive,0.07861970639436214,Positive,2
759,1,Trend 759,03/31/2086,03/31/2087,South,131233,Non-competitive,0.06378578082909786,Neutral,7
760,8,Trend 760,04/30/2086,04/30/2087,East,58128,Competitive,0.030057750302820478,Neutral,2
761,8,Trend 761,05/31/2086,05/31/2087,West,101178,Competitive,0.027495551845425063,Positive,3
762,5,Trend 762,06/30/2086,06/30/2087,East,101628,Competitive,0.07891175068936786,Negative,9
763,4,Trend 763,07/31/2086,07/31/2087,South,68082,Competitive,0.09808244370775408,Neutral,6
764,3,Trend 764,08/31/2086,08/31/2087,South,78750,Competitive,0.011431896543330627,Neutral,1
765,8,Trend 765,09/30/2086,09/30/2087,North,111291,Competitive,0.032400832778432184,Positive,1
766,9,Trend 766,10/31/2086,10/31/2087,South,68860,Non-competitive,0.08130815845936731,Negative,9
767,6,Trend 767,11/30/2086,11/30/2087,North,130188,Competitive,0.07472487679780193,Negative,8
768,3,Trend 768,12/31/2086,12/31/2087,East,109971,Competitive,0.03213819619654914,Negative,3
769,5,Trend 769,01/31/2087,01/31/2088,North,67578,Competitive,0.05994031429682608,Negative,2
770,3,Trend 770,02/28/2087,02/29/2088,West,93414,Non-competitive,0.06270272146891187,Neutral,3
771,3,Trend 771,03/31/2087,03/31/2088,West,111097,Non-competitive,0.07492458489825067,Negative,1
772,4,Trend 772,04/30/2087,04/30/2088,West,141332,Competitive,0.0517306340091431,Positive,4
773,6,Trend 773,05/31/2087,05/31/2088,South,110524,Competitive,0.046436362437045055,Negative,6
774,7,Trend 774,06/30/2087,06/30/2088,South,147639,Competitive,0.037720852373880065,Positive,9
775,5,Trend 775,07/31/2087,07/31/2088,East,77513,Competitive,0.03144780175661405,Positive,6
776,1,Trend 776,08/31/2087,08/31/2088,North,136183,Non-competitive,0.018325302233554358,Positive,7
777,3,Trend 777,09/30/2087,09/30/2088,West,100896,Non-competitive,0.06812950486758781,Neutral,2
778,9,Trend 778,10/31/2087,10/31/2088,West,149139,Competitive,0.07026134036862126,Negative,3
779,4,Trend 779,11/30/2087,11/30/2088,South,77133,Non-competitive,0.07186091265251625,Positive,5
780,8,Trend 780,12/31/2087,12/31/2088,South,88370,Non-competitive,0.01028311484179352,Positive,4
781,4,Trend 781,01/31/2088,01/31/2089,North,89974,Competitive,0.049442772926888756,Positive,4
782,3,Trend 782,02/29/2088,02/28/2089,South,78363,Competitive,0.021029802842022684,Positive,1
783,4,Trend 783,03/31/2088,03/31/2089,West,52035,Non-competitive,0.05739484021356767,Negative,4
784,9,Trend 784,04/30/2088,04/30/2089,West,137813,Non-competitive,0.09817656588116869,Negative,6
785,9,Trend 785,05/31/2088,05/31/2089,East,72901,Non-competitive,0.054934930986700437,Negative,2
786,1,Trend 786,06/30/2088,06/30/2089,West,139692,Non-competitive,0.043718498134616875,Negative,7
787,3,Trend 787,07/31/2088,07/31/2089,West,115430,Non-competitive,0.08324559931551359,Negative,4
788,7,Trend 788,08/31/2088,08/31/2089,North,90743,Non-competitive,0.09713812944202296,Neutral,4
789,9,Trend 789,09/30/2088,09/30/2089,North,74649,Competitive,0.03584110397759158,Neutral,4
790,4,Trend 790,10/31/2088,10/31/2089,East,115550,Competitive,0.08227000357718509,Negative,7
791,7,Trend 791,11/30/2088,11/30/2089,West,72575,Competitive,0.09965272936269429,Negative,9
792,5,Trend 792,12/31/2088,12/31/2089,West,136145,Non-competitive,0.020064181577644703,Negative,7
793,8,Trend 793,01/31/2089,01/31/2090,North,136214,Competitive,0.05779426191285,Negative,8
794,7,Trend 794,02/28/2089,02/28/2090,East,116451,Competitive,0.08321739215365002,Neutral,4
795,4,Trend 795,03/31/2089,03/31/2090,South,114271,Competitive,0.04386647652912084,Neutral,4
796,3,Trend 796,04/30/2089,04/30/2090,East,60609,Non-competitive,0.05011970736472528,Negative,8
797,2,Trend 797,05/31/2089,05/31/2090,South,99761,Non-competitive,0.077581230369811,Negative,6
798,6,Trend 798,06/30/2089,06/30/2090,North,120759,Non-competitive,0.018851174105357825,Positive,2
799,6,Trend 799,07/31/2089,07/31/2090,North,67250,Competitive,0.042447367449681486,Negative,9
800,7,Trend 800,08/31/2089,08/31/2090,North,106373,Competitive,0.06073356297578103,Neutral,4
801,5,Trend 801,09/30/2089,09/30/2090,East,107236,Competitive,0.031472703634832545,Positive,6
802,7,Trend 802,10/31/2089,10/31/2090,East,53110,Non-competitive,0.08559583945498296,Neutral,4
803,8,Trend 803,11/30/2089,11/30/2090,North,149889,Competitive,0.07892658930609454,Neutral,2
804,9,Trend 804,12/31/2089,12/31/2090,East,142881,Competitive,0.09689883216331048,Negative,4
805,6,Trend 805,01/31/2090,01/31/2091,West,116746,Non-competitive,0.05706892675123559,Positive,5
806,8,Trend 806,02/28/2090,02/28/2091,West,66012,Non-competitive,0.01958721921915338,Negative,7
807,3,Trend 807,03/31/2090,03/31/2091,West,131483,Competitive,0.09429553207553383,Positive,8
808,6,Trend 808,04/30/2090,04/30/2091,West,131589,Non-competitive,0.08508123905467142,Neutral,7
809,4,Trend 809,05/31/2090,05/31/2091,West,71016,Non-competitive,0.05899763449029139,Positive,7
810,5,Trend 810,06/30/2090,06/30/2091,North,70502,Competitive,0.08526720496468637,Negative,4
811,6,Trend 811,07/31/2090,07/31/2091,East,68029,Competitive,0.08935218274185482,Positive,3
812,3,Trend 812,08/31/2090,08/31/2091,South,127720,Non-competitive,0.07984730236302079,Neutral,5
813,5,Trend 813,09/30/2090,09/30/2091,South,56046,Non-competitive,0.06141285793381757,Negative,5
814,1,Trend 814,10/31/2090,10/31/2091,East,131367,Competitive,0.06537688493194742,Neutral,3
815,4,Trend 815,11/30/2090,11/30/2091,East,113360,Competitive,0.08599516143790228,Positive,4
816,6,Trend 816,12/31/2090,12/31/2091,East,143527,Competitive,0.06599949726825405,Positive,7
817,3,Trend 817,01/31/2091,01/31/2092,West,145469,Competitive,0.02858319632688685,Negative,9
818,7,Trend 818,02/28/2091,02/29/2092,West,87027,Non-competitive,0.07223395811985729,Positive,5
819,3,Trend 819,03/31/2091,03/31/2092,East,80970,Competitive,0.057881237506964354,Positive,9
820,9,Trend 820,04/30/2091,04/30/2092,North,137725,Competitive,0.03369223530101706,Positive,6
821,1,Trend 821,05/31/2091,05/31/2092,South,135951,Competitive,0.010070788737667279,Neutral,9
822,3,Trend 822,06/30/2091,06/30/2092,North,148985,Competitive,0.03119479851699223,Positive,6
823,7,Trend 823,07/31/2091,07/31/2092,South,77370,Non-competitive,0.07062100281784288,Positive,8
824,5,Trend 824,08/31/2091,08/31/2092,West,135134,Non-competitive,0.08904881797128503,Positive,2
825,9,Trend 825,09/30/2091,09/30/2092,West,72763,Competitive,0.0847632312316511,Positive,9
826,5,Trend 826,10/31/2091,10/31/2092,West,140600,Non-competitive,0.019729664702965936,Positive,4
827,4,Trend 827,11/30/2091,11/30/2092,East,57230,Competitive,0.016401248157055445,Negative,1
828,5,Trend 828,12/31/2091,12/31/2092,South,132590,Competitive,0.07854330806911046,Neutral,9
